"Unicode","Symbol","Category","Unicode name","ru","en","pl","fr","de","es","pt","it","ro","he","ar","tr","vi","nl","Missing localized names"
"U+4A0","Ҡ","letters","cyrillic capital letter bashkir ka","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4A1","ҡ","letters","cyrillic small letter bashkir ka","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4A2","Ң","letters","cyrillic capital letter en with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4A3","ң","letters","cyrillic small letter en with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4A4","Ҥ","letters","cyrillic capital ligature en ghe","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4A5","ҥ","letters","cyrillic small ligature en ghe","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4A6","Ҧ","letters","cyrillic capital letter pe with middle hook","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4A7","ҧ","letters","cyrillic small letter pe with middle hook","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4A8","Ҩ","letters","cyrillic capital letter abkhasian ha","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4A9","ҩ","letters","cyrillic small letter abkhasian ha","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4AA","Ҫ","letters","cyrillic capital letter es with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4AB","ҫ","letters","cyrillic small letter es with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4AC","Ҭ","letters","cyrillic capital letter te with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4AD","ҭ","letters","cyrillic small letter te with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4AE","Ү","letters","cyrillic capital letter straight u","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4AF","ү","letters","cyrillic small letter straight u","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4B0","Ұ","letters","cyrillic capital letter straight u with stroke","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4B1","ұ","letters","cyrillic small letter straight u with stroke","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4B2","Ҳ","letters","cyrillic capital letter ha with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4B3","ҳ","letters","cyrillic small letter ha with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4B4","Ҵ","letters","cyrillic capital ligature te tse","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4B5","ҵ","letters","cyrillic small ligature te tse","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4B6","Ҷ","letters","cyrillic capital letter che with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4B7","ҷ","letters","cyrillic small letter che with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4B8","Ҹ","letters","cyrillic capital letter che with vertical stroke","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4B9","ҹ","letters","cyrillic small letter che with vertical stroke","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4BA","Һ","letters","cyrillic capital letter shha","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4BB","һ","letters","cyrillic small letter shha","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4BC","Ҽ","letters","cyrillic capital letter abkhasian che","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4BD","ҽ","letters","cyrillic small letter abkhasian che","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4BE","Ҿ","letters","cyrillic capital letter abkhasian che with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4BF","ҿ","letters","cyrillic small letter abkhasian che with descender","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4C0","Ӏ","letters","cyrillic letter palochka","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4C1","Ӂ","letters","cyrillic capital letter zhe with breve","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4C2","ӂ","letters","cyrillic small letter zhe with breve","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4C3","Ӄ","letters","cyrillic capital letter ka with hook","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4C4","ӄ","letters","cyrillic small letter ka with hook","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4C5","Ӆ","letters","cyrillic capital letter el with tail","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4C6","ӆ","letters","cyrillic small letter el with tail","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4C7","Ӈ","letters","cyrillic capital letter en with hook","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4C8","ӈ","letters","cyrillic small letter en with hook","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4C9","Ӊ","letters","cyrillic capital letter en with tail","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4CA","ӊ","letters","cyrillic small letter en with tail","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4CB","Ӌ","letters","cyrillic capital letter khakassian che","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4CC","ӌ","letters","cyrillic small letter khakassian che","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4CD","Ӎ","letters","cyrillic capital letter em with tail","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4CE","ӎ","letters","cyrillic small letter em with tail","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4CF","ӏ","letters","cyrillic small letter palochka","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4D0","Ӑ","letters","cyrillic capital letter a with breve","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4D1","ӑ","letters","cyrillic small letter a with breve","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4D2","Ӓ","letters","cyrillic capital letter a with diaeresis","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4D3","ӓ","letters","cyrillic small letter a with diaeresis","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4D4","Ӕ","letters","cyrillic capital ligature a ie","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4D5","ӕ","letters","cyrillic small ligature a ie","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4D6","Ӗ","letters","cyrillic capital letter ie with breve","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4D7","ӗ","letters","cyrillic small letter ie with breve","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4D8","Ә","letters","cyrillic capital letter schwa","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4D9","ә","letters","cyrillic small letter schwa","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4DA","Ӛ","letters","cyrillic capital letter schwa with diaeresis","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4DB","ӛ","letters","cyrillic small letter schwa with diaeresis","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4DC","Ӝ","letters","cyrillic capital letter zhe with diaeresis","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4DD","ӝ","letters","cyrillic small letter zhe with diaeresis","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4DE","Ӟ","letters","cyrillic capital letter ze with diaeresis","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4DF","ӟ","letters","cyrillic small letter ze with diaeresis","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4E0","Ӡ","letters","cyrillic capital letter abkhasian dze","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4E1","ӡ","letters","cyrillic small letter abkhasian dze","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4E2","Ӣ","letters","cyrillic capital letter i with macron","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4E3","ӣ","letters","cyrillic small letter i with macron","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4E4","Ӥ","letters","cyrillic capital letter i with diaeresis","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
"U+4E5","ӥ","letters","cyrillic small letter i with diaeresis","MISSING","Unicode","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","MISSING","ru pl fr de es pt it ro he ar tr vi nl"
